CODE,TICKER,EXCHANGE,BUYQTY,BUYVALUE,SELLQTY,SELLVALUE,CARRYQTY,CARRYVALUE,NETQTY,CLOSPRICE
OWN,OPT_NIFTY_20250529_PE_2470000,NSEFNO,0,0,0,0,-600,-128490.0,-600,-600
OWN,OPT_NIFTY_20250529_CE_2480000,NSEFNO,0,0,0,0,9825,4744492.5,9825,9825
OWN,OPT_NIFTY_20250529_PE_2480000,NSEFNO,0,0,0,0,1575,385481.25,1575,1575
OWN,OPT_NIFTY_20250529_CE_2490000,NSEFNO,0,0,0,0,5850,2438865.0,5850,5850
OWN,OPT_NIFTY_20250529_PE_2490000,NSEFNO,0,0,0,0,-150,-41445.0,-150,-150
OWN,OPT_NIFTY_20250529_CE_2500000,NSEFNO,0,0,0,0,-3300,-1172655.0,-3300,-3300
OWN,OPT_NIFTY_20250529_PE_2500000,NSEFNO,0,0,0,0,-900,-284805.0,-900,-900
OWN,OPT_NIFTY_20250529_CE_2510000,NSEFNO,0,0,0,0,-3450,-1041555.0,-3450,-3450
OWN,OPT_NIFTY_20250529_CE_2520000,NSEFNO,0,0,0,0,-300,-75225.0,-300,-300
OWN,OPT_NIFTY_20250529_CE_2530000,NSEFNO,0,0,0,0,525,107362.5,525,525
OWN,OPT_NIFTY_20250529_CE_2540000,NSEFNO,0,0,0,0,4200,700770.0,4200,4200
OWN,OPT_NIFTY_20250529_CE_2550000,NSEFNO,0,0,0,0,5550,745642.5,5550,5550
OWN,OPT_NIFTY_20250529_PE_2335000,NSEFNO,0,0,0,0,-900,-44145.0,-900,-900
OWN,OPT_NIFTY_20250529_PE_2365000,NSEFNO,0,0,0,0,-300,-19755.0,-300,-300
OWN,OPT_NIFTY_20250529_PE_2405000,NSEFNO,0,0,0,0,-1050,-104475.0,-1050,-1050
OWN,OPT_NIFTY_20250529_CE_2415000,NSEFNO,0,0,0,0,-1575,-1576338.75,-1575,-1575
OWN,OPT_NIFTY_20250529_PE_2415000,NSEFNO,0,0,0,0,-1350,-150255.0,-1350,-1350
OWN,OPT_NIFTY_20250529_CE_2425000,NSEFNO,0,0,0,0,-1350,-1236870.0,-1350,-1350
OWN,OPT_NIFTY_20250529_PE_2425000,NSEFNO,0,0,0,0,-150,-18577.5,-150,-150
OWN,OPT_NIFTY_20250529_CE_2435000,NSEFNO,0,0,0,0,-600,-494850.0,-600,-600
OWN,OPT_NIFTY_20250529_PE_2435000,NSEFNO,0,0,0,0,-225,-31263.75,-225,-225
OWN,OPT_SENSEX_20250513_CE_8100000,BSEFNO,0,0,0,0,-1900,-2977680.0,-1900,-1900
OWN,OPT_SENSEX_20250513_PE_8100000,BSEFNO,0,0,0,0,2020,163822.0,2020,2020
OWN,OPT_SENSEX_20250513_CE_8110000,BSEFNO,0,0,0,0,-2160,-3174336.0,-2160,-2160
OWN,OPT_SENSEX_20250513_PE_8110000,BSEFNO,0,0,0,0,-500,-46100.0,-500,-500
OWN,OPT_SENSEX_20250513_CE_8120000,BSEFNO,0,0,0,0,-2240,-3091536.0,-2240,-2240
OWN,OPT_SENSEX_20250513_PE_8120000,BSEFNO,0,0,0,0,-2140,-222453.0,-2140,-2140
OWN,OPT_SENSEX_20250513_CE_8130000,BSEFNO,0,0,0,0,-2360,-3035078.0,-2360,-2360
